4.31E-04	4.78E+00
4.32E-04	4.79E+00
4.33E-04	4.79E+00
4.34E-04	4.80E+00
4.35E-04	4.80E+00
4.36E-04	4.81E+00
4.37E-04	4.82E+00
4.39E-04	4.83E+00
4.40E-04	4.84E+00
4.42E-04	4.85E+00
4.43E-04	4.86E+00
4.45E-04	4.87E+00
4.46E-04	4.87E+00
4.48E-04	4.88E+00
4.49E-04	4.89E+00
4.49E-04	4.89E+00
4.50E-04	4.89E+00
4.51E-04	4.89E+00
4.51E-04	4.89E+00
4.52E-04	4.90E+00
4.53E-04	4.90E+00
4.53E-04	4.90E+00
4.54E-04	4.90E+00
4.55E-04	4.90E+00
4.55E-04	4.90E+00
4.56E-04	4.90E+00
4.56E-04	4.90E+00
4.57E-04	4.90E+00
4.57E-04	4.90E+00
4.58E-04	4.90E+00
4.58E-04	4.90E+00
4.59E-04	4.90E+00
4.59E-04	4.90E+00
4.60E-04	4.90E+00
4.61E-04	4.90E+00
4.62E-04	4.89E+00
4.63E-04	4.89E+00
4.64E-04	4.89E+00
4.65E-04	4.88E+00
4.66E-04	4.88E+00
4.67E-04	4.88E+00
4.68E-04	4.87E+00
4.69E-04	4.87E+00
4.70E-04	4.87E+00
4.72E-04	4.86E+00
4.73E-04	4.86E+00
4.75E-04	4.85E+00
4.76E-04	4.85E+00
4.78E-04	4.84E+00
4.79E-04	4.84E+00
4.80E-04	4.84E+00
4.81E-04	4.83E+00
4.81E-04	4.83E+00
4.82E-04	4.83E+00
4.83E-04	4.83E+00
4.83E-04	4.83E+00
4.84E-04	4.83E+00
4.85E-04	4.83E+00
4.85E-04	4.83E+00
4.85E-04	4.83E+00
4.86E-04	4.83E+00
4.86E-04	4.83E+00
4.87E-04	4.83E+00
4.87E-04	4.83E+00
4.88E-04	4.83E+00
4.88E-04	4.83E+00
4.89E-04	4.83E+00
4.89E-04	4.83E+00
4.90E-04	4.83E+00
4.90E-04	4.83E+00
4.90E-04	4.83E+00
4.91E-04	4.83E+00
4.92E-04	4.83E+00
4.93E-04	4.83E+00
4.94E-04	4.83E+00
4.95E-04	4.83E+00
4.96E-04	4.84E+00
4.97E-04	4.84E+00
4.98E-04	4.84E+00
4.99E-04	4.84E+00
4.99E-04	4.84E+00
4.99E-04	4.84E+00
4.99E-04	4.84E+00
5.00E-04	4.84E+00
5.00E-04	4.84E+00
5.00E-04	4.84E+00
5.00E-04	4.84E+00
5.00E-04	4.84E+00
